slice,combo_kind,combo_size,combo,n,mean_surplus,median_surplus,bust_or_major_underperform_rate,underperform_rate,positive_surplus_rate,big_overperform_rate,mean_surplus_delta_vs_baseline,bust_rate_delta_vs_baseline,big_overperform_rate_delta_vs_baseline,example_players
PIE top30,risk,2,feel_iq_passing + production_stats,116,-0.00041574534124613803,-0.0014137589022578,0.0,0.5172413793103449,0.4827586206896552,0.0,-0.0034637509845442276,0.0,0.0,Fab Melo | Craig Brackins | Rashad Vaughn | Malachi Richardson | Dante Exum
PIE top30,risk,3,feel_iq_passing + creation_handle + finishing_touch,54,-0.0004111225019479904,-0.0021017632003538,0.0,0.5185185185185185,0.48148148148148145,0.0,-0.00345912814524608,0.0,0.0,Hasheem Thabeet | Dante Exum | Joshua Primo | Isaac Okoro | Ekpe Udoh
PIE available minutes weighted,risk,3,shooting + creation_handle + production_stats,100,-0.0003706953382554232,0.00108637307594335,0.0,0.48,0.52,0.0,-0.005090102017195525,0.0,0.0,Arnoldas Kulboka | Ben Bentil | Kris Joseph | Malachi Richardson | Dante Exum
PIE top15,risk,3,finishing_touch + upside_tools + production_stats,18,-0.00036942029453624985,-0.0019752811134192997,0.0,0.6111111111111112,0.3888888888888889,0.0,-0.003676661535613814,0.0,0.0,Dante Exum | Isaac Okoro | Wesley Johnson | Patrick Williams | Kevin Knox II
PIE top30,risk,3,creation_handle + finishing_touch + production_stats,34,-0.00034868389078928817,-0.0031091177031486,0.0,0.5588235294117647,0.4411764705882353,0.0,-0.0033966895340873777,0.0,0.0,Dante Exum | Isaac Okoro | Wesley Johnson | James Young | Jan Vesely
PIE top30,risk,3,feel_iq_passing + defense + motor_competitiveness,125,-0.00031689153754826564,0.0027763320264545,0.0,0.448,0.552,0.0,-0.003364897180846355,0.0,0.0,Gani Lawal | Fab Melo | Craig Brackins | Terrance Ferguson | Glen Rice
PIE top30,risk,2,creation_handle + size_frame,65,-0.0003050657077481233,0.0023321822808637,0.0,0.4461538461538462,0.5538461538461539,0.0,-0.003353071351046213,0.0,0.0,Royce White | Justin Harper | Dante Exum | Johnny Davis | Jarrett Culver
PIE top30,risk,3,creation_handle + athleticism_tools + size_frame,65,-0.0003050657077481233,0.0023321822808637,0.0,0.4461538461538462,0.5538461538461539,0.0,-0.003353071351046213,0.0,0.0,Royce White | Justin Harper | Dante Exum | Johnny Davis | Jarrett Culver
PIE top30,risk,3,upside_tools + defense + production_stats,57,-0.00028270529695990064,-0.0020116374995787,0.0,0.5614035087719298,0.43859649122807015,0.0,-0.00333071094025799,0.0,0.0,Fab Melo | Dante Exum | Andrew Wiggins | Isaac Okoro | James Young
PIE top30,risk,3,creation_handle + upside_tools + defense,48,-0.0002127796149315539,-0.00026045961589664997,0.0,0.5208333333333334,0.4791666666666667,0.0,-0.0032607852582296434,0.0,0.0,Dante Exum | Isaac Okoro | Ekpe Udoh | Ben McLemore | James Young
PIE top30,risk,3,shooting + creation_handle + production_stats,69,-0.00019586447193328533,-0.0018997137352805,0.0,0.5217391304347826,0.4782608695652174,0.0,-0.003243870115231375,0.0,0.0,Malachi Richardson | Dante Exum | Isaac Okoro | Wesley Johnson | DaJuan Summers
PIE available minutes weighted,risk,3,feel_iq_passing + creation_handle + motor_competitiveness,88,-0.00018932653158377992,0.0029615358464573,0.0,0.45454545454545453,0.5454545454545454,0.0,-0.0049087332105238815,0.0,0.0,Arnoldas Kulboka | Terrance Ferguson | Hasheem Thabeet | Kris Joseph | Melvin Frazier Jr.
PIE top15,risk,2,feel_iq_passing + upside_tools,45,-0.000165839581732789,0.0008454170941929,0.0,0.4666666666666667,0.5333333333333333,0.0,-0.0034730808228103536,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Isaac Okoro | Ekpe Udoh
PIE top15,risk,3,feel_iq_passing + athleticism_tools + upside_tools,45,-0.000165839581732789,0.0008454170941929,0.0,0.4666666666666667,0.5333333333333333,0.0,-0.0034730808228103536,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Isaac Okoro | Ekpe Udoh
PIE available minutes weighted,risk,3,shooting + creation_handle + upside_tools,73,-0.00015236212257829426,0.0003038482324362,0.0,0.4931506849315068,0.5068493150684932,0.0,-0.004871768801518396,0.0,0.0,Ben Bentil | Hasheem Thabeet | Isaiah Todd | Malachi Richardson | Dante Exum
PIE available minutes weighted,risk,2,creation_handle + defense,187,-0.00014938275766603867,0.0012812842643247,0.0,0.47593582887700536,0.5240641711229946,0.0,-0.00486878943660614,0.0,0.0,David Johnson | Arnoldas Kulboka | Ben Bentil | Nemanja Nedovic | Terrance Ferguson
PIE top30,risk,3,feel_iq_passing + finishing_touch + production_stats,49,-0.00014026095942072048,0.0010890368338717,0.0,0.4897959183673469,0.5102040816326531,0.0,-0.00318826660271881,0.0,0.0,Fab Melo | Craig Brackins | Dante Exum | Isaac Okoro | Wesley Johnson
PIE available minutes weighted,risk,3,creation_handle + athleticism_tools + defense,183,-0.0001326701211541599,0.0012812842643247,0.0,0.47540983606557374,0.5245901639344263,0.0,-0.004852076800094262,0.0,0.0,David Johnson | Arnoldas Kulboka | Ben Bentil | Nemanja Nedovic | Terrance Ferguson
PIE top30,risk,3,finishing_touch + defense + production_stats,50,-0.00012815489599706371,-0.00042274464206345,0.0,0.52,0.48,0.0,-0.003176160539295153,0.0,0.0,Fab Melo | Craig Brackins | Dante Exum | Isaac Okoro | James Young
PIE top30,risk,2,feel_iq_passing + creation_handle,127,-9.932589036495708e-05,0.0009765618580845,0.0,0.4881889763779528,0.5118110236220472,0.0,-0.0031473315336630467,0.0,0.0,Terrance Ferguson | Hasheem Thabeet | Malachi Richardson | Dante Exum | Joshua Primo
PIE top30,risk,3,creation_handle + finishing_touch + defense,53,-9.827012244009252e-05,-0.0021682960691445,0.0,0.5283018867924528,0.4716981132075472,0.0,-0.003146275765738182,0.0,0.0,Justin Harper | Dante Exum | Dragan Bender | Joshua Primo | Isaac Okoro
PIE top30,risk,3,feel_iq_passing + creation_handle + motor_competitiveness,67,-9.650878327154934e-05,0.0027763320264545,0.0,0.4626865671641791,0.5373134328358209,0.0,-0.003144514426569639,0.0,0.0,Terrance Ferguson | Hasheem Thabeet | Dante Exum | Zhaire Smith | Ekpe Udoh
PIE available minutes weighted,risk,3,feel_iq_passing + upside_tools + defense,98,-9.40738693134595e-05,0.0033381099434511502,0.0,0.4489795918367347,0.5510204081632653,0.0,-0.004813480548253562,0.0,0.0,Gani Lawal | Ben Bentil | Fab Melo | Isaiah Todd | Jared Cunningham
PIE top15,risk,3,shooting + finishing_touch + upside_tools,29,-9.156105119958977e-05,-0.0003976713578557,0.0,0.5172413793103449,0.4827586206896552,0.0,-0.003398802292277154,0.0,0.0,Hasheem Thabeet | Dante Exum | Isaac Okoro | Ekpe Udoh | Wesley Johnson
PIE top30,risk,3,shooting + creation_handle + finishing_touch,66,-9.099540739989181e-05,-0.00205817589548965,0.0,0.5303030303030303,0.4696969696969697,0.0,-0.0031390010506979816,0.0,0.0,Justin Harper | Hasheem Thabeet | Dante Exum | Dragan Bender | Joshua Primo
PIE top30,risk,2,production_stats + risk_uncertainty,40,-8.474755480726258e-05,-0.004049793701889751,0.0,0.55,0.45,0.0,-0.0031327531981053523,0.0,0.0,Fab Melo | Malachi Richardson | Andrew Wiggins | De'Andre Hunter | Stanley Johnson
PIE top30,risk,3,creation_handle + defense + production_stats,62,-3.4138873356710855e-05,-0.0014137589022578,0.0,0.532258064516129,0.46774193548387094,0.0,-0.0030821445166548003,0.0,0.0,Dante Exum | Isaac Okoro | DaJuan Summers | James Young | Nolan Smith
PIE top30,risk,3,athleticism_tools + production_stats + risk_uncertainty,39,-3.308377278545679e-05,-0.0059172372621698,0.0,0.5384615384615384,0.46153846153846156,0.0,-0.0030810894160835465,0.0,0.0,Fab Melo | Malachi Richardson | Andrew Wiggins | De'Andre Hunter | Stanley Johnson
PIE top30,risk,3,feel_iq_passing + defense + production_stats,99,2.5214424650672485e-05,-0.0009278040692351,0.0,0.5151515151515151,0.48484848484848486,0.0,-0.003022791218647417,0.0,0.0,Fab Melo | Craig Brackins | Rashad Vaughn | Dante Exum | Andrew Wiggins
PIE top30,risk,3,creation_handle + athleticism_tools + production_stats,75,2.93626909438426e-05,-0.0009278040692351,0.0,0.52,0.48,0.0,-0.003018642952354247,0.0,0.0,Malachi Richardson | Dante Exum | Isaac Okoro | Wesley Johnson | DaJuan Summers
PIE top15,risk,3,feel_iq_passing + upside_tools + motor_competitiveness,28,4.066448583675757e-05,0.00326075519961815,0.0,0.42857142857142855,0.5714285714285714,0.0,-0.0032665767552408067,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Ekpe Udoh | Ben McLemore
PIE top30,risk,2,creation_handle + finishing_touch,72,7.416960846140095e-05,-0.00205817589548965,0.0,0.5277777777777778,0.4722222222222222,0.0,-0.0029738360348366888,0.0,0.0,Justin Harper | Hasheem Thabeet | Dante Exum | Dragan Bender | Joshua Primo
PIE top30,risk,3,shooting + creation_handle + defense,119,0.00010980429621210018,-0.0001232478739376,0.0,0.5042016806722689,0.4957983193277311,0.0,-0.0029382013470859894,0.0,0.0,Terrance Ferguson | Justin Harper | Dante Exum | Dragan Bender | Joshua Primo
PIE available minutes weighted,risk,3,creation_handle + finishing_touch + production_stats,44,0.00011276163014687519,0.0012138319394085998,0.0,0.4772727272727273,0.5227272727272727,0.0,-0.004606645048793227,0.0,0.0,Arnoldas Kulboka | Dante Exum | Isaac Okoro | Wesley Johnson | James Young
xRAPM historical top30,risk,3,motor_competitiveness + production_stats + injury_medical,16,0.00011674320927029802,-0.030314858183710602,0.3125,0.5,0.5,0.3125,-0.08031388458621525,-0.008395522388059684,-0.0183457711442786,James Wiseman | Shabazz Muhammad | Arnett Moultrie | Damian Jones | Guerschon Yabusele
PIE available minutes weighted,risk,3,creation_handle + finishing_touch + risk_uncertainty,23,0.00013115080732963206,0.0039120255229277,0.0,0.4782608695652174,0.5217391304347826,0.0,-0.00458825587161047,0.0,0.0,Arnoldas Kulboka | Joshua Primo | Ekpe Udoh | Thon Maker | Aaron Nesmith
PIE available minutes weighted,risk,3,shooting + upside_tools + defense,126,0.00015151778692636212,0.0033381099434511502,0.0,0.4603174603174603,0.5396825396825397,0.0,-0.00456788889201374,0.0,0.0,Gani Lawal | Ben Bentil | Fab Melo | Diamond Stone | Zhou Qi
PIE top30,risk,3,creation_handle + finishing_touch + athleticism_tools,71,0.00015739290217546963,-0.0019480557218348,0.0,0.5211267605633803,0.4788732394366197,0.0,-0.00289061274112262,0.0,0.0,Justin Harper | Hasheem Thabeet | Dante Exum | Dragan Bender | Joshua Primo
PIE top15,risk,3,feel_iq_passing + finishing_touch + motor_competitiveness,30,0.00018580450345364677,0.0016261132459220499,0.0,0.4666666666666667,0.5333333333333333,0.0,-0.0031214367376239177,0.0,0.0,Hasheem Thabeet | Dante Exum | Ekpe Udoh | Jan Vesely | Patrick Williams
PIE available minutes weighted,risk,2,creation_handle + athleticism_tools,244,0.00019304324937115036,0.0019125122877374,0.0,0.46311475409836067,0.5368852459016393,0.0,-0.004526363429568952,0.0,0.0,David Johnson | Arnoldas Kulboka | Royce White | Ben Bentil | Nemanja Nedovic
PIE top15,risk,3,feel_iq_passing + creation_handle + size_frame,26,0.0002060159927523804,0.0025542571536591,0.0,0.38461538461538464,0.6153846153846154,0.0,-0.003101225248325184,0.0,0.0,Dante Exum | Johnny Davis | Jan Vesely | Kevin Knox II | Marcus Smart
PIE top30,risk,3,shooting + creation_handle + motor_competitiveness,84,0.00020868028581643594,0.0017641832873329499,0.0,0.47619047619047616,0.5238095238095238,0.0,-0.002839325357481654,0.0,0.0,Terrance Ferguson | Hasheem Thabeet | Dante Exum | Dragan Bender | Zhaire Smith
PIE top30,risk,3,feel_iq_passing + creation_handle + athleticism_tools,123,0.0002187963646132606,0.0011961842938022,0.0,0.4796747967479675,0.5203252032520326,0.0,-0.002829209278684829,0.0,0.0,Terrance Ferguson | Hasheem Thabeet | Malachi Richardson | Dante Exum | Joshua Primo
PIE top30,risk,3,creation_handle + size_frame + risk_uncertainty,13,0.00023534566826752203,0.0126415828946757,0.0,0.38461538461538464,0.6153846153846154,0.0,-0.0028126599750305675,0.0,0.0,Royce White | Marcus Smart | Bismack Biyombo | Jaden McDaniels | P.J. Washington
PIE top30,risk,3,creation_handle + production_stats + risk_uncertainty,16,0.00027233682990434986,-0.0046104804109664,0.0,0.5625,0.4375,0.0,-0.0027756688133937397,0.0,0.0,Malachi Richardson | Kris Dunn | Aaron Nesmith | Marcus Smart | Bismack Biyombo
PIE available minutes weighted,risk,3,defense + motor_competitiveness + risk_uncertainty,55,0.0002989113054093711,0.0039120255229277,0.0,0.45454545454545453,0.5454545454545454,0.0,-0.004420495373530731,0.0,0.0,Arnoldas Kulboka | Fab Melo | Michael Gbinije | Zhou Qi | Andrew Wiggins
PIE top15,risk,3,upside_tools + defense + production_stats,27,0.00031120707683815935,-0.0004478179262712,0.0,0.5555555555555556,0.4444444444444444,0.0,-0.002996034164239405,0.0,0.0,Dante Exum | Andrew Wiggins | Isaac Okoro | Kevin Knox II | James Wiseman
PIE available minutes weighted,risk,3,creation_handle + athleticism_tools + production_stats,107,0.0003351129512080204,0.0011961842938022,0.0,0.4766355140186916,0.5233644859813084,0.0,-0.004384293727732081,0.0,0.0,Arnoldas Kulboka | Ben Bentil | Kris Joseph | Malachi Richardson | Dante Exum
PIE top15,risk,3,finishing_touch + athleticism_tools + upside_tools,30,0.00043569382850444915,-0.00042274464206345,0.0,0.5333333333333333,0.4666666666666667,0.0,-0.0028715474125731153,0.0,0.0,Hasheem Thabeet | Dante Exum | Isaac Okoro | Ekpe Udoh | Wesley Johnson
PIE available minutes weighted,risk,3,shooting + creation_handle + motor_competitiveness,111,0.0004569448882907766,0.0023321822808637,0.0,0.46846846846846846,0.5315315315315315,0.0,-0.004262461790649325,0.0,0.0,Arnoldas Kulboka | Terrance Ferguson | Hasheem Thabeet | Kris Joseph | Melvin Frazier Jr.
PIE top30,risk,2,creation_handle + production_stats,76,0.0004884248244866108,-0.0006627377135454,0.0,0.5131578947368421,0.4868421052631579,0.0,-0.002559580818811479,0.0,0.0,Malachi Richardson | Dante Exum | Isaac Okoro | Wesley Johnson | DaJuan Summers
PIE top15,risk,3,athleticism_tools + upside_tools + defense,50,0.0004933855760094123,-0.00081948408985715,0.0,0.54,0.46,0.0,-0.002813855665068152,0.0,0.0,Dante Exum | Andrew Wiggins | Isaac Okoro | Ekpe Udoh | Ben McLemore
PIE available minutes weighted,risk,3,feel_iq_passing + defense + motor_competitiveness,156,0.0005193379046774516,0.0036508794677926,0.0,0.42948717948717946,0.5705128205128205,0.0,-0.00420006877426265,0.0,0.0,Gani Lawal | Arnoldas Kulboka | Fab Melo | Michael Gbinije | Craig Brackins
PIE top30,risk,2,creation_handle + defense,132,0.0005753190746414097,-0.00026045961589664997,0.0,0.5075757575757576,0.49242424242424243,0.0,-0.00247268656865668,0.0,0.0,Terrance Ferguson | Justin Harper | Dante Exum | Dragan Bender | Joshua Primo
PIE top30,risk,2,creation_handle + motor_competitiveness,92,0.000623126428662161,0.0017641832873329499,0.0,0.4782608695652174,0.5217391304347826,0.0,-0.0024248792146359284,0.0,0.0,Terrance Ferguson | Hasheem Thabeet | Dante Exum | Dragan Bender | Zhaire Smith
PIE available minutes weighted,risk,3,creation_handle + upside_tools + defense,62,0.0006286589797383117,0.0007500162631192,0.0,0.4838709677419355,0.5161290322580645,0.0,-0.00409074769920179,0.0,0.0,Ben Bentil | Isaiah Todd | Dante Exum | Isaac Okoro | Ekpe Udoh
PIE top15,risk,2,upside_tools + defense,51,0.0006443062264314606,-0.0004478179262712,0.0,0.5294117647058824,0.47058823529411764,0.0,-0.0026629350146461037,0.0,0.0,Dante Exum | Andrew Wiggins | Isaac Okoro | Ekpe Udoh | Ben McLemore
PIE top15,risk,2,finishing_touch + upside_tools,31,0.0006858436646021734,-0.0003976713578557,0.0,0.5161290322580645,0.4838709677419355,0.0,-0.002621397576475391,0.0,0.0,Hasheem Thabeet | Dante Exum | Isaac Okoro | Ekpe Udoh | Wesley Johnson
PIE top30,risk,3,feel_iq_passing + shooting + injury_medical,33,0.0007013451979514609,-0.0001694371414475,0.0,0.5151515151515151,0.48484848484848486,0.0,-0.002346660445346629,0.0,0.0,Glen Rice | Rashad Vaughn | Johnny Davis | Romeo Langford | Kris Dunn
PIE top15,risk,3,creation_handle + motor_competitiveness + size_frame,22,0.0007113665823040364,0.0056614953406732,0.0,0.36363636363636365,0.6363636363636364,0.0,-0.002595874658773528,0.0,0.0,Dante Exum | Jarrett Culver | Jan Vesely | Kevin Knox II | Marcus Smart
PIE top15,risk,3,finishing_touch + defense + production_stats,28,0.0007183900886506828,-0.0019752811134192997,0.0,0.5714285714285714,0.42857142857142855,0.0,-0.0025888511524268815,0.0,0.0,Dante Exum | Isaac Okoro | Jan Vesely | Kevin Knox II | Stanley Johnson
PIE top30,risk,3,creation_handle + athleticism_tools + defense,129,0.0007185710782273013,-0.0001232478739376,0.0,0.5038759689922481,0.49612403100775193,0.0,-0.0023294345650707884,0.0,0.0,Terrance Ferguson | Justin Harper | Dante Exum | Dragan Bender | Joshua Primo
PIE top30,risk,3,size_frame + production_stats + risk_uncertainty,19,0.0007506287030693196,-0.0021823501416097,0.0,0.5263157894736842,0.47368421052631576,0.0,-0.00229737694022877,0.0,0.0,Fab Melo | De'Andre Hunter | Marcus Smart | Ziaire Williams | James Wiseman
PIE available minutes weighted,risk,2,creation_handle + production_stats,109,0.0007694750306951384,0.001231479585015,0.0,0.46788990825688076,0.5321100917431193,0.0,-0.003949931648244963,0.0,0.0,Arnoldas Kulboka | Ben Bentil | Kris Joseph | Malachi Richardson | Dante Exum
PIE top30,risk,3,feel_iq_passing + shooting + motor_competitiveness,138,0.000784335601717886,0.0041721736937488495,0.0,0.43478260869565216,0.5652173913043478,0.0,-0.0022636700415802034,0.0,0.0,Gani Lawal | Fab Melo | Craig Brackins | Terrance Ferguson | Hasheem Thabeet
PIE top15,risk,3,feel_iq_passing + shooting + upside_tools,44,0.000790825421636114,0.0015887996875283,0.0,0.45454545454545453,0.5454545454545454,0.0,-0.0025164158194414506,0.0,0.0,Hasheem Thabeet | Dante Exum | Isaac Okoro | Ekpe Udoh | Ben McLemore
PIE available minutes weighted,risk,3,creation_handle + defense + motor_competitiveness,94,0.0007942367736214917,0.0029615358464573,0.0,0.44680851063829785,0.5531914893617021,0.0,-0.00392516990531861,0.0,0.0,Arnoldas Kulboka | Terrance Ferguson | Kris Joseph | Dante Exum | Dragan Bender
xRAPM historical top30,risk,3,athleticism_tools + production_stats + risk_uncertainty,38,0.0007988722522865631,-0.2584696200884725,0.3157894736842105,0.5526315789473685,0.4473684210526316,0.2631578947368421,-0.07963175554319898,-0.005106048703849175,-0.06768787640743651,James Wiseman | Fab Melo | Bismack Biyombo | Shabazz Muhammad | Tyler Honeycutt
PIE available minutes weighted,risk,2,upside_tools + defense,143,0.0008078264571800669,0.0023321822808637,0.0,0.46853146853146854,0.5314685314685315,0.0,-0.003911580221760035,0.0,0.0,Gani Lawal | Ben Bentil | Fab Melo | Diamond Stone | Zhou Qi
PIE top15,risk,2,shooting + production_stats,63,0.0008394690711817505,-0.0004478179262712,0.0,0.5238095238095238,0.47619047619047616,0.0,-0.002467772169895814,0.0,0.0,Dante Exum | Isaac Okoro | Wesley Johnson | Jan Vesely | Patrick Williams
PIE available minutes weighted,risk,3,feel_iq_passing + defense + production_stats,134,0.0008544696952402059,0.00147978997843075,0.0,0.4701492537313433,0.5298507462686567,0.0,-0.003864936983699896,0.0,0.0,Arnoldas Kulboka | Ben Bentil | Fab Melo | Michael Gbinije | Craig Brackins
PIE top30,risk,3,creation_handle + upside_tools + size_frame,21,0.0008580458659198138,0.0011961842938022,0.0,0.42857142857142855,0.5714285714285714,0.0,-0.002189959777378276,0.0,0.0,Dante Exum | Kevin Knox II | Tony Snell | Josh Okogie | Kyle Singler
PIE top15,risk,3,shooting + athleticism_tools + production_stats,62,0.0008868739764210965,-0.00042274464206345,0.0,0.5161290322580645,0.4838709677419355,0.0,-0.002420367264656468,0.0,0.0,Dante Exum | Isaac Okoro | Wesley Johnson | Jan Vesely | Patrick Williams
PIE available minutes weighted,risk,3,athleticism_tools + upside_tools + defense,141,0.0009061044917897885,0.0023321822808637,0.0,0.46808510638297873,0.5319148936170213,0.0,-0.0038133021871503132,0.0,0.0,Gani Lawal | Ben Bentil | Fab Melo | Diamond Stone | Zhou Qi
PIE top30,risk,3,feel_iq_passing + shooting + defense,185,0.0009087895264013629,0.0027763320264545,0.0,0.4486486486486487,0.5513513513513514,0.0,-0.002139216116896727,0.0,0.0,Gani Lawal | Fab Melo | Craig Brackins | Terrance Ferguson | Glen Rice
PIE available minutes weighted,risk,3,defense + size_frame + production_stats,86,0.0009308887709402879,0.00353366369886285,0.0,0.4186046511627907,0.5813953488372093,0.0,-0.003788517907999814,0.0,0.0,Arnoldas Kulboka | Fab Melo | Diamond Stone | Michael Gbinije | Zhou Qi
PIE available minutes weighted,risk,3,shooting + upside_tools + motor_competitiveness,93,0.0009476929077256613,0.0053573282937581,0.0,0.44086021505376344,0.5591397849462365,0.0,-0.0037717137712144407,0.0,0.0,Gani Lawal | Fab Melo | Diamond Stone | Hasheem Thabeet | Zhou Qi
PIE top15,risk,2,upside_tools + motor_competitiveness,38,0.000959439019814224,0.00019879958396085,0.0,0.5,0.5,0.0,-0.0023478022212633405,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Ekpe Udoh | Ben McLemore
PIE top15,risk,3,athleticism_tools + upside_tools + motor_competitiveness,38,0.000959439019814224,0.00019879958396085,0.0,0.5,0.5,0.0,-0.0023478022212633405,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Ekpe Udoh | Ben McLemore
PIE top30,risk,3,finishing_touch + production_stats + risk_uncertainty,15,0.00098135630782616,-0.0070386106803231,0.0,0.5333333333333333,0.4666666666666667,0.0,-0.0020666493354719296,0.0,0.0,Fab Melo | Stanley Johnson | Aaron Nesmith | Marcus Smart | James Wiseman
PIE available minutes weighted,risk,3,shooting + creation_handle + size_frame,84,0.0009934244605012026,0.0029615358464573,0.0,0.42857142857142855,0.5714285714285714,0.0,-0.003725982218438899,0.0,0.0,Arnoldas Kulboka | Royce White | Justin Harper | Isaiah Todd | Dante Exum
PIE top15,risk,2,athleticism_tools + upside_tools,64,0.0010358621699009943,-0.00042274464206345,0.0,0.515625,0.484375,0.0,-0.0022713790711765703,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Isaac Okoro | Ekpe Udoh
PIE top30,risk,3,creation_handle + finishing_touch + motor_competitiveness,44,0.0010472136758663214,0.0025510863206522497,0.0,0.4772727272727273,0.5227272727272727,0.0,-0.0020007919674317684,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Ekpe Udoh | James Young
PIE top15,risk,3,upside_tools + defense + motor_competitiveness,29,0.0010536004397504858,-0.0004478179262712,0.0,0.5172413793103449,0.4827586206896552,0.0,-0.002253640801327079,0.0,0.0,Dante Exum | Andrew Wiggins | Ekpe Udoh | Ben McLemore | Kevin Knox II
PIE top30,risk,3,creation_handle + defense + motor_competitiveness,73,0.0010642607449125926,0.0023321822808637,0.0,0.4657534246575342,0.5342465753424658,0.0,-0.001983744898385497,0.0,0.0,Terrance Ferguson | Dante Exum | Dragan Bender | Zhaire Smith | Ekpe Udoh
PIE available minutes weighted,risk,3,creation_handle + motor_competitiveness + risk_uncertainty,28,0.0010752683870386512,0.00451835795088175,0.0,0.4642857142857143,0.5357142857142857,0.0,-0.003644138291901451,0.0,0.0,Arnoldas Kulboka | Ekpe Udoh | Ben McLemore | Tyler Lydon | Thon Maker
PIE top30,risk,3,creation_handle + athleticism_tools + motor_competitiveness,91,0.0010905527570925979,0.0023321822808637,0.0,0.4725274725274725,0.5274725274725275,0.0,-0.001957452886205492,0.0,0.0,Terrance Ferguson | Hasheem Thabeet | Dante Exum | Dragan Bender | Ekpe Udoh
PIE available minutes weighted,risk,2,creation_handle + motor_competitiveness,121,0.001100497405534917,0.0027763320264545,0.0,0.4628099173553719,0.5371900826446281,0.0,-0.003618909273405185,0.0,0.0,Arnoldas Kulboka | Terrance Ferguson | Hasheem Thabeet | Kris Joseph | Melvin Frazier Jr.
PIE available minutes weighted,risk,3,feel_iq_passing + athleticism_tools + production_stats,157,0.0011499928009690622,0.0017633956630593,0.0,0.46496815286624205,0.535031847133758,0.0,-0.0035694138779710396,0.0,0.0,Arnoldas Kulboka | Ben Bentil | Fab Melo | Michael Gbinije | Craig Brackins
PIE available minutes weighted,risk,3,upside_tools + defense + production_stats,78,0.0012236497382743488,0.00057463266331455,0.0,0.48717948717948717,0.5128205128205128,0.0,-0.003495756940665753,0.0,0.0,Ben Bentil | Fab Melo | Diamond Stone | Zhou Qi | Jared Cunningham
PIE top30,risk,3,creation_handle + size_frame + production_stats,32,0.0012585528162851153,0.00198625816012835,0.0,0.4375,0.5625,0.0,-0.0017894528270129743,0.0,0.0,Dante Exum | Jan Vesely | Kevin Knox II | Josh Okogie | Kyle Singler
PIE top30,risk,3,creation_handle + finishing_touch + size_frame,29,0.0012902607074858762,0.0039059883475023,0.0,0.4482758620689655,0.5517241379310345,0.0,-0.0017577449358122134,0.0,0.0,Justin Harper | Dante Exum | Jan Vesely | Kevin Knox II | Marcus Smart
PIE available minutes weighted,risk,2,upside_tools + production_stats,97,0.0013060599722124274,0.0008454170941929,0.0,0.4845360824742268,0.5154639175257731,0.0,-0.0034133467067276745,0.0,0.0,Ben Bentil | Fab Melo | Diamond Stone | Zhou Qi | Jared Cunningham
PIE available minutes weighted,risk,3,athleticism_tools + upside_tools + production_stats,97,0.0013060599722124274,0.0008454170941929,0.0,0.4845360824742268,0.5154639175257731,0.0,-0.0034133467067276745,0.0,0.0,Ben Bentil | Fab Melo | Diamond Stone | Zhou Qi | Jared Cunningham
PIE available minutes weighted,risk,3,feel_iq_passing + shooting + production_stats,148,0.001314873400667622,0.0024697608422134497,0.0,0.4527027027027027,0.5472972972972973,0.0,-0.00340453327827248,0.0,0.0,Arnoldas Kulboka | Ben Bentil | Fab Melo | Michael Gbinije | Craig Brackins
PIE available minutes weighted,risk,3,shooting + defense + motor_competitiveness,199,0.0013384767812696157,0.0039120255229277,0.0,0.4271356783919598,0.5728643216080402,0.0,-0.003380929897670486,0.0,0.0,Gani Lawal | Arnoldas Kulboka | Fab Melo | Diamond Stone | Michael Gbinije
PIE top30,risk,3,shooting + finishing_touch + production_stats,55,0.0013908187547663025,0.0010890368338717,0.0,0.4909090909090909,0.509090909090909,0.0,-0.0016571868885317872,0.0,0.0,Fab Melo | Craig Brackins | Dante Exum | Isaac Okoro | Wesley Johnson
PIE top30,risk,3,feel_iq_passing + creation_handle + defense,97,0.001393124614441066,0.0017633956630593,0.0,0.4742268041237113,0.5257731958762887,0.0,-0.0016548810288570235,0.0,0.0,Terrance Ferguson | Dante Exum | Joshua Primo | Zhaire Smith | Isaac Okoro
PIE top15,risk,3,shooting + upside_tools + defense,46,0.0013987508063973387,-4.691156270974998e-05,0.0,0.5,0.5,0.0,-0.0019084904346802257,0.0,0.0,Dante Exum | Isaac Okoro | Ekpe Udoh | Ben McLemore | Sekou Doumbouya
PIE top15,risk,3,shooting + finishing_touch + athleticism_tools,68,0.0014011353932592042,0.0016261132459220499,0.0,0.4852941176470588,0.5147058823529411,0.0,-0.0019061058478183602,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Isaac Okoro | Ekpe Udoh
