input_group,intended_draft_year,input_player,player_key,ui_rows_found,ui_draft_years,ui_source_sites,ui_target_lenses,ui_statuses,positive_bucket_probability_mean,negative_bucket_probability_mean,recommended_phrase_tone,phrase_tone_score_from_available_sentences,manual_update_needed,available_scouting_sentence_count,usable_phrase_sentence_count,positive_phrase_count,negative_phrase_count,mixed_phrase_count,translation_caveat_count,true_negative_count,not_discussed_sentence_count,phrase_player_names,phrase_source_sites,phrase_source_groups,source_urls,trait_phrases_any,input_player_names,phrase_feel_iq_passing_all,phrase_feel_iq_passing_positive,phrase_feel_iq_passing_negative,phrase_feel_iq_passing_mixed,phrase_feel_iq_passing_not_discussed,phrase_feel_iq_passing_translation_caveat,phrase_feel_iq_passing_true_negative,phrase_shooting_all,phrase_shooting_positive,phrase_shooting_negative,phrase_shooting_mixed,phrase_shooting_not_discussed,phrase_shooting_translation_caveat,phrase_shooting_true_negative,phrase_creation_handle_all,phrase_creation_handle_positive,phrase_creation_handle_negative,phrase_creation_handle_mixed,phrase_creation_handle_not_discussed,phrase_creation_handle_translation_caveat,phrase_creation_handle_true_negative,phrase_finishing_touch_all,phrase_finishing_touch_positive,phrase_finishing_touch_negative,phrase_finishing_touch_mixed,phrase_finishing_touch_not_discussed,phrase_finishing_touch_translation_caveat,phrase_finishing_touch_true_negative,phrase_athleticism_tools_all,phrase_athleticism_tools_positive,phrase_athleticism_tools_negative,phrase_athleticism_tools_mixed,phrase_athleticism_tools_not_discussed,phrase_athleticism_tools_translation_caveat,phrase_athleticism_tools_true_negative,phrase_upside_tools_all,phrase_upside_tools_positive,phrase_upside_tools_negative,phrase_upside_tools_mixed,phrase_upside_tools_not_discussed,phrase_upside_tools_translation_caveat,phrase_upside_tools_true_negative,phrase_defense_all,phrase_defense_positive,phrase_defense_negative,phrase_defense_mixed,phrase_defense_not_discussed,phrase_defense_translation_caveat,phrase_defense_true_negative,phrase_motor_competitiveness_all,phrase_motor_competitiveness_positive,phrase_motor_competitiveness_negative,phrase_motor_competitiveness_mixed,phrase_motor_competitiveness_not_discussed,phrase_motor_competitiveness_translation_caveat,phrase_motor_competitiveness_true_negative,phrase_size_frame_all,phrase_size_frame_positive,phrase_size_frame_negative,phrase_size_frame_mixed,phrase_size_frame_not_discussed,phrase_size_frame_translation_caveat,phrase_size_frame_true_negative,phrase_production_stats_all,phrase_production_stats_positive,phrase_production_stats_negative,phrase_production_stats_mixed,phrase_production_stats_not_discussed,phrase_production_stats_translation_caveat,phrase_production_stats_true_negative,phrase_injury_medical_all,phrase_injury_medical_positive,phrase_injury_medical_negative,phrase_injury_medical_mixed,phrase_injury_medical_not_discussed,phrase_injury_medical_translation_caveat,phrase_injury_medical_true_negative,phrase_risk_uncertainty_all,phrase_risk_uncertainty_positive,phrase_risk_uncertainty_negative,phrase_risk_uncertainty_mixed,phrase_risk_uncertainty_not_discussed,phrase_risk_uncertainty_translation_caveat,phrase_risk_uncertainty_true_negative,phrase_intel_consensus_all,phrase_intel_consensus_positive,phrase_intel_consensus_negative,phrase_intel_consensus_mixed,phrase_intel_consensus_not_discussed,phrase_intel_consensus_translation_caveat,phrase_intel_consensus_true_negative,phrase_other_all,phrase_other_positive,phrase_other_negative,phrase_other_mixed,phrase_other_not_discussed,phrase_other_translation_caveat,phrase_other_true_negative,manual_source_site,manual_source_url,manual_report_text_or_sentence,manual_trait_family,manual_trait_quality,manual_notes,ui_phrase_source_sites_existing
2026 projections,2026,Keyshawn Hall,keyshawn hall,4,2025|2026,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction|partial_recent_projection,0.3036817258925955,0.41085909834597284,no_usable_phrase_tone_available,,True,3,0,0,0,0,0,0,3,Keyshawn Hall,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357|historical_llm_sentence_labels,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Keyshawn Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2026 projections,2026,Flory Bidunga,flory bidunga,2,2026,espn,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.41293299105333836,0.5248558603182759,no_usable_phrase_tone_available,,True,0,0,0,0,0,0,0,0,,,,,,Flory Bidunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026 projections,2026,Ryan Conwell,ryan conwell,4,2025|2026,espn|nbadraft_net|nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction|partial_recent_projection,0.42529882837620375,0.34940347252757087,no_usable_phrase_tone_available,,True,3,0,0,0,0,0,0,3,Ryan Conwell,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357|historical_llm_sentence_labels,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Ryan Conwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2026 projections,2026,Jeremy Fears Jr.,jeremy fears,2,2026,espn,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.3991070454665942,0.5435791044363559,no_usable_phrase_tone_available,,True,0,0,0,0,0,0,0,0,,,,,,Jeremy Fears Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026 projections,2026,Francesco Ferrari,francesco ferrari,2,2026,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.3629704591380164,0.5808507388026012,no_usable_phrase_tone_available,,True,0,0,0,0,0,0,0,0,,,,,,Francesco Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026 projections,2026,Rueben Chinyelu,rueben chinyelu,2,2026,espn,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.39627142972695273,0.5474000015709155,no_usable_phrase_tone_available,,True,0,0,0,0,0,0,0,0,,,,,,Rueben Chinyelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026 projections,2026,Tre White,tre white,2,2026,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.3609386105418555,0.5838646442239751,no_usable_phrase_tone_available,,True,0,0,0,0,0,0,0,0,,,,,,Tre White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026 projections,2026,Felix Okpara,felix okpara,2,2026,espn|nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.37616680189365453,0.5690505930803711,no_usable_phrase_tone_available,,True,0,0,0,0,0,0,0,0,,,,,,Felix Okpara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026 projections,2026,Andrej Stojakovic,andrej stojakovic,2,2026,espn,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.3905710913630426,0.5550693809926701,no_usable_phrase_tone_available,,True,0,0,0,0,0,0,0,0,,,,,,Andrej Stojakovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026 projections,2026,Izaiyah Nelson,izaiyah nelson,2,2026,espn|nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.3328584062604736,0.4807879407232696,no_usable_phrase_tone_available,,True,2,0,0,0,0,0,0,2,Izaiyah Nelson,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Izaiyah Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2026 projections,2026,Richie Saunders,richie saunders,2,2026,espn|nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.3435845105103956,0.49233327429639806,no_usable_phrase_tone_available,,True,2,0,0,0,0,0,0,2,Richie Saunders,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Richie Saunders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2026 projections,2026,Billy Richmond III,billy richmond,2,2026,espn,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.38201727926667906,0.5665590765441169,no_usable_phrase_tone_available,,True,0,0,0,0,0,0,0,0,,,,,,Billy Richmond III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026 projections,2026,Tobi Lawal,tobi lawal,2,2026,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.28163456715895463,0.4129831256141102,no_usable_phrase_tone_available,,True,2,0,0,0,0,0,0,2,Tobi Lawal,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Tobi Lawal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2026 projections,2026,Rafael Castro,rafael castro,2,2026,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.2806879036298233,0.4163231378057848,no_usable_phrase_tone_available,,True,2,0,0,0,0,0,0,2,Rafael Castro,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Rafael Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2026 projections,2026,Emanuel Sharp,emanuel sharp,2,2026,espn|nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.32527407804859365,0.5038890072753857,no_usable_phrase_tone_available,,True,2,0,0,0,0,0,0,2,Emanuel Sharp,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Emanuel Sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2026 projections,2026,Tobe Awaka,tobe awaka,2,2026,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.2778983058361039,0.42646058391594743,no_usable_phrase_tone_available,,True,2,0,0,0,0,0,0,2,Tobe Awaka,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Tobe Awaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2026 projections,2026,Kylan Boswell,kylan boswell,4,2025|2026,espn|nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction|partial_recent_projection,0.22963349390284807,0.5212616418934144,no_usable_phrase_tone_available,,True,1,0,0,0,0,0,0,1,Kylan Boswell,nbadraft_net,historical_llm_sentence_labels,,,Kylan Boswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2026 projections,2026,Nick Martinelli,nick martinelli,2,2026,espn|nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.32343444357375495,0.507463323292268,no_usable_phrase_tone_available,,True,2,0,0,0,0,0,0,2,Nick Martinelli,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Nick Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2026 projections,2026,Bruce Thornton,bruce thornton,2,2026,espn,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction,0.3652980308716762,0.5889986202840997,no_usable_phrase_tone_available,,True,0,0,0,0,0,0,0,0,,,,,,Bruce Thornton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-25 actual-to-date/projection,,Dash Daniels,dash daniels,2,2025,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,partial_recent_projection,0.41753940461045136,0.18824439171539098,no_usable_phrase_tone_available,,True,1,0,0,0,0,0,0,1,Dash Daniels,nbadraft_net,historical_llm_sentence_labels,,,Dash Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Keyshawn Hall,keyshawn hall,4,2025|2026,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction|partial_recent_projection,0.3036817258925955,0.41085909834597284,no_usable_phrase_tone_available,,True,3,0,0,0,0,0,0,3,Keyshawn Hall,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357|historical_llm_sentence_labels,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Keyshawn Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,PJ Haggerty,pj haggerty,2,2025,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,partial_recent_projection,0.44729468959218316,0.22381246710874253,no_usable_phrase_tone_available,,True,1,0,0,0,0,0,0,1,PJ Haggerty,nbadraft_net,historical_llm_sentence_labels,,,PJ Haggerty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Ryan Conwell,ryan conwell,4,2025|2026,espn|nbadraft_net|nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction|partial_recent_projection,0.42529882837620375,0.34940347252757087,no_usable_phrase_tone_available,,True,3,0,0,0,0,0,0,3,Ryan Conwell,nbadraft_net,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357|historical_llm_sentence_labels,https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026,,Ryan Conwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Mouhamed Faye,mouhamed faye,2,2025,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,partial_recent_projection,0.18694762993430403,0.5336627359498071,no_usable_phrase_tone_available,,True,1,0,0,0,0,0,0,1,Mouhamed Faye,nbadraft_net,historical_llm_sentence_labels,,,Mouhamed Faye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Zuby Ejiofor,zuby ejiofor,4,2025|2026,espn|nbadraft_net|sbnation|nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction|partial_recent_projection,0.33836715902810405,0.4319366207836817,positive,1.0,False,10,4,4,0,0,0,0,6,Zuby Ejiofor,espn|nbadraft_net|sbnation,future_2026_llm_sentence_labels_newer_085033|future_2026_llm_sentence_labels_packaged_083357|historical_llm_sentence_labels,https://www.espn.com/nba/story/_/id/48790115/2026-nba-mock-draft-projecting-60-picks-post-combine-peterson-dybantsa-boozer|https://www.nbadraft.net/nba-mock-drafts/?year-mock=2026|https://www.sbnation.com/nba/1116972/nba-mock-draft-2026-rumors-workouts-predictions,"John’s big man might be a tad undersized for a center, but he still has a big frame after measuring at 6’7.5 barefoot and 245 pounds with a 7’2 wingspan. || While he’s not a proven outside shooter yet, Ejiofor is comfortable operating with the ball in his hands as a playmaker or scoring around the rim. || He moves well for someone who is this strong, and he always showed a strong feel for the game with the Johnnies. || He should be a premium target for every team in the mid-20s.",Zuby Ejiofor,"He moves well for someone who is this strong, and he always showed a strong feel for the game with the Johnnies.","He moves well for someone who is this strong, and he always showed a strong feel for the game with the Johnnies.",,,,,,,,,,,,,"While he’s not a proven outside shooter yet, Ejiofor is comfortable operating with the ball in his hands as a playmaker or scoring around the rim.","While he’s not a proven outside shooter yet, Ejiofor is comfortable operating with the ball in his hands as a playmaker or scoring around the rim.",,,,,,"While he’s not a proven outside shooter yet, Ejiofor is comfortable operating with the ball in his hands as a playmaker or scoring around the rim.","While he’s not a proven outside shooter yet, Ejiofor is comfortable operating with the ball in his hands as a playmaker or scoring around the rim.",,,,,,"John’s big man might be a tad undersized for a center, but he still has a big frame after measuring at 6’7.5 barefoot and 245 pounds with a 7’2 wingspan.","John’s big man might be a tad undersized for a center, but he still has a big frame after measuring at 6’7.5 barefoot and 245 pounds with a 7’2 wingspan.",,,,,,,,,,,,,,,,,,,,,,,,,,,"John’s big man might be a tad undersized for a center, but he still has a big frame after measuring at 6’7.5 barefoot and 245 pounds with a 7’2 wingspan.","John’s big man might be a tad undersized for a center, but he still has a big frame after measuring at 6’7.5 barefoot and 245 pounds with a 7’2 wingspan.",,,,,,He should be a premium target for every team in the mid-20s.,He should be a premium target for every team in the mid-20s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Malique Lewis,malique lewis,2,2025,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,partial_recent_projection,0.2585369456417477,0.5503854893942135,no_usable_phrase_tone_available,,True,1,0,0,0,0,0,0,1,Malique Lewis,nbadraft_net,historical_llm_sentence_labels,,,Malique Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Ognjen Srzentic,ognjen srzentic,2,2025,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,partial_recent_projection,0.168426689018001,0.38293012331337495,no_usable_phrase_tone_available,,True,1,0,0,0,0,0,0,1,Ognjen Srzentic,nbadraft_net,historical_llm_sentence_labels,,,Ognjen Srzentic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Kylan Boswell,kylan boswell,4,2025|2026,espn|nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,future_prediction|partial_recent_projection,0.22963349390284807,0.5212616418934144,no_usable_phrase_tone_available,,True,1,0,0,0,0,0,0,1,Kylan Boswell,nbadraft_net,historical_llm_sentence_labels,,,Kylan Boswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Tyon Grant-Foster,tyon grant foster,2,2025,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,partial_recent_projection,0.4999874574616802,0.49760680646229233,no_usable_phrase_tone_available,,True,1,0,0,0,0,0,0,1,Tyon Grant-Foster,nbadraft_net,historical_llm_sentence_labels,,,Tyon Grant-Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Darrion Williams,darrion williams,2,2025,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,partial_recent_projection,0.1767978921541436,0.6800340680513044,no_usable_phrase_tone_available,,True,1,0,0,0,0,0,0,1,Darrion Williams,nbadraft_net,historical_llm_sentence_labels,,,Darrion Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Xaivian Lee,xaivian lee,2,2025,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,partial_recent_projection,0.5361620319633091,0.04544974686299015,no_usable_phrase_tone_available,,True,1,0,0,0,0,0,0,1,Xaivian Lee,nbadraft_net,historical_llm_sentence_labels,,,Xaivian Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
2022-25 actual-to-date/projection,,Jalen Hood-Schifino,jalen hood schifino,2,2023,espn,pie_minutes_weighted_first5|xrapm_first5_avg,partial_recent_projection,0.2446655707657791,0.6360820118114423,no_usable_phrase_tone_available,,True,0,0,0,0,0,0,0,0,,,,,,Jalen Hood-Schifino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical,,Carsen Edwards,carsen edwards,2,2019,nbadraft_net,pie_minutes_weighted_first5|xrapm_first5_avg,available_minutes_weighted|historical_mature,0.29732935357668155,0.36513845255801053,no_usable_phrase_tone_available,,True,2,0,0,0,0,0,0,2,Carsen Edwards,nbadraft_net,historical_llm_sentence_labels,,,Carsen Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nbadraft_net
